ClassID,UserID,NumTrial,Condition,ColorORWord,WordDisplayed,ColorOfStimulus,ColorOfResponse,ReactionTime,Gender,Age
6110,156883,30,IncW,C,YELLOW,B,B,1648.0,F,20
6110,156883,31,IncW,C,GREEN,Y,Y,1551.0,F,20
6110,156883,32,IncW,C,RED,B,B,1360.0,F,20
6110,156883,33,IncW,C,BLUE,R,R,1447.0,F,20
6110,156883,34,IncW,C,GREEN,B,B,3256.0,F,20
6110,156883,35,IncW,C,YELLOW,G,G,3560.0,F,20
6110,156883,36,IncW,C,GREEN,R,R,1615.0,F,20
6110,156883,37,IncW,C,RED,G,G,1655.0,F,20
6110,156883,38,IncW,C,GREEN,Y,Y,1599.0,F,20
6110,156883,39,IncW,C,YELLOW,B,B,2455.0,F,20
6110,156883,40,IncW,C,BLUE,G,G,2423.0,F,20
6110,156883,41,IncW,C,RED,B,B,1575.0,F,20
6110,156883,42,IncW,C,YELLOW,G,G,2623.0,F,20
6110,156883,43,IncW,C,RED,Y,Y,1687.0,F,20
6110,156883,44,IncW,C,BLUE,G,G,1591.0,F,20
6110,156883,45,IncW,C,YELLOW,R,R,2240.0,F,20
6110,156883,46,ConW,C,BLUE,B,B,7093.0,F,20
6110,156883,47,ConW,C,RED,R,R,1424.0,F,20
6110,156883,48,ConW,C,BLUE,B,B,1968.0,F,20
6110,156883,49,ConW,C,RED,R,R,1440.0,F,20
6110,156883,50,ConW,C,GREEN,G,G,6168.0,F,20
6110,156883,51,ConW,C,RED,R,R,5760.0,F,20
6110,156883,52,ConW,C,YELLOW,Y,Y,3200.0,F,20
6110,156883,53,ConW,C,RED,R,R,1224.0,F,20
6110,156883,54,ConW,C,YELLOW,Y,Y,1104.0,F,20
6110,156883,55,ConW,C,BLUE,B,B,1360.0,F,20
6110,156883,56,ConW,C,GREEN,G,G,2152.0,F,20
6110,156883,57,ConW,C,RED,R,R,1248.0,F,20
6110,156883,58,ConW,C,BLUE,B,B,1152.0,F,20
6110,156883,59,ConW,C,GREEN,G,G,1504.0,F,20
6110,156883,60,ConW,C,RED,R,R,1592.0,F,20
6110,156883,61,ConW,C,GREEN,G,G,1400.0,F,20
6110,156883,62,ConW,C,RED,R,R,1096.0,F,20
6110,156883,63,ConW,C,GREEN,G,G,1016.0,F,20
6110,156883,64,ConW,C,YELLOW,Y,Y,1120.0,F,20
6110,156883,65,ConW,C,RED,R,R,2032.0,F,20
6110,156883,66,ConW,C,YELLOW,Y,Y,1072.0,F,20
6110,156883,67,ConW,C,BLUE,B,B,1136.0,F,20
6110,156883,68,ConW,C,RED,R,R,1008.0,F,20
6110,156883,69,ConW,C,YELLOW,Y,Y,976.0,F,20
6110,156883,70,ConW,C,BLUE,B,B,992.0,F,20
6110,156883,71,ConW,C,YELLOW,Y,Y,1048.0,F,20
6110,156883,72,ConW,C,GREEN,G,G,1040.0,F,20
6110,156883,73,ConW,C,RED,R,R,1080.0,F,20
6110,156883,74,ConW,C,GREEN,G,G,1024.0,F,20
6110,156883,75,ConW,C,BLUE,B,B,1144.0,F,20
6110,156883,76,ConW,C,RED,R,R,952.0,F,20
6110,156883,77,ConW,C,GREEN,G,G,1008.0,F,20
6110,156883,78,ConW,C,BLUE,B,B,1264.0,F,20
6110,156883,79,ConW,C,YELLOW,Y,Y,1000.0,F,20
6110,156883,80,ConW,C,BLUE,B,B,968.0,F,20
6110,156883,81,ConW,C,YELLOW,Y,Y,1000.0,F,20
6110,156883,82,ConW,C,RED,R,R,1192.0,F,20
6110,156883,83,ConW,C,YELLOW,Y,Y,944.0,F,20
6110,156883,84,ConW,C,BLUE,B,B,936.0,F,20
6110,156883,85,ConW,C,YELLOW,Y,Y,896.0,F,20
6110,156883,86,ConW,C,GREEN,G,G,936.0,F,20
6110,156883,87,ConW,C,YELLOW,Y,Y,944.0,F,20
6110,156883,88,ConW,C,RED,R,R,984.0,F,20
6110,156883,89,ConW,C,GREEN,G,G,1096.0,F,20
6110,156883,90,ConW,C,RED,R,R,984.0,F,20
6110,156884,1,IncW,C,BLUE,G,B,76876.0,F,20
6110,156884,2,IncW,C,RED,B,B,6976.0,F,20
6110,156884,3,IncW,C,YELLOW,G,G,4992.0,F,20
6110,156884,4,IncW,C,RED,Y,Y,1904.0,F,20
6110,156884,5,IncW,C,GREEN,R,R,5320.0,F,20
6110,156884,6,IncW,C,RED,Y,Y,3432.0,F,20
6110,156884,7,IncW,C,GREEN,B,B,3856.0,F,20
6110,156884,8,IncW,C,RED,Y,Y,1536.0,F,20
6110,156884,9,IncW,C,GREEN,B,B,1656.0,F,20
6110,156884,10,IncW,C,BLUE,R,R,1872.0,F,20
6110,156884,11,IncW,C,GREEN,B,B,2088.0,F,20
6110,156884,12,IncW,C,BLUE,G,G,5256.0,F,20
6110,156884,13,IncW,C,GREEN,B,B,11384.0,F,20
6110,156884,14,IncW,C,BLUE,G,G,1552.0,F,20
6110,156884,15,IncW,C,YELLOW,B,B,2208.0,F,20
6110,156884,16,IncW,C,BLUE,Y,Y,1648.0,F,20
6110,156884,17,IncW,C,GREEN,B,B,1752.0,F,20
6110,156884,18,IncW,C,YELLOW,R,R,5344.0,F,20
6110,156884,19,IncW,C,RED,B,B,3432.0,F,20
6110,156884,20,IncW,C,BLUE,R,R,1968.0,F,20
6110,156884,21,IncW,C,GREEN,Y,Y,1440.0,F,20
6110,156884,22,IncW,C,BLUE,R,R,1599.0,F,20
6110,156884,23,IncW,C,RED,G,G,1711.0,F,20
6110,156884,24,IncW,C,BLUE,R,R,1560.0,F,20
6110,156884,25,IncW,C,GREEN,B,B,2856.0,F,20
6110,156884,26,IncW,C,YELLOW,G,G,1888.0,F,20
6110,156884,27,IncW,C,RED,B,B,1512.0,F,20
6110,156884,28,IncW,C,GREEN,Y,Y,1904.0,F,20
6110,156884,29,IncW,C,BLUE,G,G,2799.0,F,20
6110,156884,30,IncW,C,YELLOW,B,B,1648.0,F,20
6110,156884,31,IncW,C,GREEN,Y,Y,1551.0,F,20
6110,156884,32,IncW,C,RED,B,B,1360.0,F,20
6110,156884,33,IncW,C,BLUE,R,R,1447.0,F,20
6110,156884,34,IncW,C,GREEN,B,B,3256.0,F,20
6110,156884,35,IncW,C,YELLOW,G,G,3560.0,F,20
6110,156884,36,IncW,C,GREEN,R,R,1615.0,F,20
6110,156884,37,IncW,C,RED,G,G,1655.0,F,20
6110,156884,38,IncW,C,GREEN,Y,Y,1599.0,F,20
6110,156884,39,IncW,C,YELLOW,B,B,2455.0,F,20
6110,156884,40,IncW,C,BLUE,G,G,2423.0,F,20
6110,156884,41,IncW,C,RED,B,B,1575.0,F,20
6110,156884,42,IncW,C,YELLOW,G,G,2623.0,F,20
6110,156884,43,IncW,C,RED,Y,Y,1687.0,F,20
6110,156884,44,IncW,C,BLUE,G,G,1591.0,F,20
6110,156884,45,IncW,C,YELLOW,R,R,2240.0,F,20
6110,156884,46,ConW,C,BLUE,B,B,7093.0,F,20
6110,156884,47,ConW,C,RED,R,R,1424.0,F,20
6110,156884,48,ConW,C,BLUE,B,B,1968.0,F,20
6110,156884,49,ConW,C,RED,R,R,1440.0,F,20
6110,156884,50,ConW,C,GREEN,G,G,6168.0,F,20
6110,156884,51,ConW,C,RED,R,R,5760.0,F,20
6110,156884,52,ConW,C,YELLOW,Y,Y,3200.0,F,20
6110,156884,53,ConW,C,RED,R,R,1224.0,F,20
6110,156884,54,ConW,C,YELLOW,Y,Y,1104.0,F,20
6110,156884,55,ConW,C,BLUE,B,B,1360.0,F,20
6110,156884,56,ConW,C,GREEN,G,G,2152.0,F,20
6110,156884,57,ConW,C,RED,R,R,1248.0,F,20
6110,156884,58,ConW,C,BLUE,B,B,1152.0,F,20
6110,156884,59,ConW,C,GREEN,G,G,1504.0,F,20
6110,156884,60,ConW,C,RED,R,R,1592.0,F,20
6110,156884,61,ConW,C,GREEN,G,G,1400.0,F,20
6110,156884,62,ConW,C,RED,R,R,1096.0,F,20
6110,156884,63,ConW,C,GREEN,G,G,1016.0,F,20
6110,156884,64,ConW,C,YELLOW,Y,Y,1120.0,F,20
6110,156884,65,ConW,C,RED,R,R,2032.0,F,20
6110,156884,66,ConW,C,YELLOW,Y,Y,1072.0,F,20
6110,156884,67,ConW,C,BLUE,B,B,1136.0,F,20
6110,156884,68,ConW,C,RED,R,R,1008.0,F,20
6110,156884,69,ConW,C,YELLOW,Y,Y,976.0,F,20
6110,156884,70,ConW,C,BLUE,B,B,992.0,F,20
6110,156884,71,ConW,C,YELLOW,Y,Y,1048.0,F,20
6110,156884,72,ConW,C,GREEN,G,G,1040.0,F,20
6110,156884,73,ConW,C,RED,R,R,1080.0,F,20
6110,156884,74,ConW,C,GREEN,G,G,1024.0,F,20
6110,156884,75,ConW,C,BLUE,B,B,1144.0,F,20
6110,156884,76,ConW,C,RED,R,R,952.0,F,20
6110,156884,77,ConW,C,GREEN,G,G,1008.0,F,20
6110,156884,78,ConW,C,BLUE,B,B,1264.0,F,20
6110,156884,79,ConW,C,YELLOW,Y,Y,1000.0,F,20
6110,156884,80,ConW,C,BLUE,B,B,968.0,F,20
6110,156884,81,ConW,C,YELLOW,Y,Y,1000.0,F,20
6110,156884,82,ConW,C,RED,R,R,1192.0,F,20
6110,156884,83,ConW,C,YELLOW,Y,Y,944.0,F,20
6110,156884,84,ConW,C,BLUE,B,B,936.0,F,20
6110,156884,85,ConW,C,YELLOW,Y,Y,896.0,F,20
6110,156884,86,ConW,C,GREEN,G,G,936.0,F,20
6110,156884,87,ConW,C,YELLOW,Y,Y,944.0,F,20
6110,156884,88,ConW,C,RED,R,R,984.0,F,20
6110,156884,89,ConW,C,GREEN,G,G,1096.0,F,20
6110,156884,90,ConW,C,RED,R,R,984.0,F,20
6110,156885,1,IncW,C,BLUE,G,B,76876.0,F,20
6110,156885,2,IncW,C,RED,B,B,6976.0,F,20
6110,156885,3,IncW,C,YELLOW,G,G,4992.0,F,20
6110,156885,4,IncW,C,RED,Y,Y,1904.0,F,20
6110,156885,5,IncW,C,GREEN,R,R,5320.0,F,20
6110,156885,6,IncW,C,RED,Y,Y,3432.0,F,20
6110,156885,7,IncW,C,GREEN,B,B,3856.0,F,20
6110,156885,8,IncW,C,RED,Y,Y,1536.0,F,20
6110,156885,9,IncW,C,GREEN,B,B,1656.0,F,20
6110,156885,10,IncW,C,BLUE,R,R,1872.0,F,20
6110,156885,11,IncW,C,GREEN,B,B,2088.0,F,20
6110,156885,12,IncW,C,BLUE,G,G,5256.0,F,20
6110,156885,13,IncW,C,GREEN,B,B,11384.0,F,20
6110,156885,14,IncW,C,BLUE,G,G,1552.0,F,20
6110,156885,15,IncW,C,YELLOW,B,B,2208.0,F,20
6110,156885,16,IncW,C,BLUE,Y,Y,1648.0,F,20
6110,156885,17,IncW,C,GREEN,B,B,1752.0,F,20
6110,156885,18,IncW,C,YELLOW,R,R,5344.0,F,20
6110,156885,19,IncW,C,RED,B,B,3432.0,F,20
6110,156885,20,IncW,C,BLUE,R,R,1968.0,F,20
6110,156885,21,IncW,C,GREEN,Y,Y,1440.0,F,20
6110,156885,22,IncW,C,BLUE,R,R,1599.0,F,20
6110,156885,23,IncW,C,RED,G,G,1711.0,F,20
6110,156885,24,IncW,C,BLUE,R,R,1560.0,F,20
6110,156885,25,IncW,C,GREEN,B,B,2856.0,F,20
6110,156885,26,IncW,C,YELLOW,G,G,1888.0,F,20
6110,156885,27,IncW,C,RED,B,B,1512.0,F,20
6110,156885,28,IncW,C,GREEN,Y,Y,1904.0,F,20
6110,156885,29,IncW,C,BLUE,G,G,2799.0,F,20
6110,156885,30,IncW,C,YELLOW,B,B,1648.0,F,20
6110,156885,31,IncW,C,GREEN,Y,Y,1551.0,F,20
6110,156885,32,IncW,C,RED,B,B,1360.0,F,20
6110,156885,33,IncW,C,BLUE,R,R,1447.0,F,20
6110,156885,34,IncW,C,GREEN,B,B,3256.0,F,20
6110,156885,35,IncW,C,YELLOW,G,G,3560.0,F,20
6110,156885,36,IncW,C,GREEN,R,R,1615.0,F,20
6110,156885,37,IncW,C,RED,G,G,1655.0,F,20
6110,156885,38,IncW,C,GREEN,Y,Y,1599.0,F,20
6110,156885,39,IncW,C,YELLOW,B,B,2455.0,F,20
6110,156885,40,IncW,C,BLUE,G,G,2423.0,F,20
6110,156885,41,IncW,C,RED,B,B,1575.0,F,20
6110,156885,42,IncW,C,YELLOW,G,G,2623.0,F,20
6110,156885,43,IncW,C,RED,Y,Y,1687.0,F,20
6110,156885,44,IncW,C,BLUE,G,G,1591.0,F,20
6110,156885,45,IncW,C,YELLOW,R,R,2240.0,F,20
6110,156885,46,ConW,C,BLUE,B,B,7093.0,F,20
6110,156885,47,ConW,C,RED,R,R,1424.0,F,20
6110,156885,48,ConW,C,BLUE,B,B,1968.0,F,20
6110,156885,49,ConW,C,RED,R,R,1440.0,F,20
6110,156885,50,ConW,C,GREEN,G,G,6168.0,F,20
6110,156885,51,ConW,C,RED,R,R,5760.0,F,20
6110,156885,52,ConW,C,YELLOW,Y,Y,3200.0,F,20
6110,156885,53,ConW,C,RED,R,R,1224.0,F,20
6110,156885,54,ConW,C,YELLOW,Y,Y,1104.0,F,20
6110,156885,55,ConW,C,BLUE,B,B,1360.0,F,20
6110,156885,56,ConW,C,GREEN,G,G,2152.0,F,20
6110,156885,57,ConW,C,RED,R,R,1248.0,F,20
6110,156885,58,ConW,C,BLUE,B,B,1152.0,F,20
6110,156885,59,ConW,C,GREEN,G,G,1504.0,F,20
6110,156885,60,ConW,C,RED,R,R,1592.0,F,20
6110,156885,61,ConW,C,GREEN,G,G,1400.0,F,20
6110,156885,62,ConW,C,RED,R,R,1096.0,F,20
6110,156885,63,ConW,C,GREEN,G,G,1016.0,F,20
6110,156885,64,ConW,C,YELLOW,Y,Y,1120.0,F,20
6110,156885,65,ConW,C,RED,R,R,2032.0,F,20
6110,156885,66,ConW,C,YELLOW,Y,Y,1072.0,F,20
6110,156885,67,ConW,C,BLUE,B,B,1136.0,F,20
6110,156885,68,ConW,C,RED,R,R,1008.0,F,20
6110,156885,69,ConW,C,YELLOW,Y,Y,976.0,F,20
6110,156885,70,ConW,C,BLUE,B,B,992.0,F,20
6110,156885,71,ConW,C,YELLOW,Y,Y,1048.0,F,20
6110,156885,72,ConW,C,GREEN,G,G,1040.0,F,20
6110,156885,73,ConW,C,RED,R,R,1080.0,F,20
6110,156885,74,ConW,C,GREEN,G,G,1024.0,F,20
6110,156885,75,ConW,C,BLUE,B,B,1144.0,F,20
6110,156885,76,ConW,C,RED,R,R,952.0,F,20
6110,156885,77,ConW,C,GREEN,G,G,1008.0,F,20
6110,156885,78,ConW,C,BLUE,B,B,1264.0,F,20
6110,156885,79,ConW,C,YELLOW,Y,Y,1000.0,F,20
6110,156885,80,ConW,C,BLUE,B,B,968.0,F,20
6110,156885,81,ConW,C,YELLOW,Y,Y,1000.0,F,20
6110,156885,82,ConW,C,RED,R,R,1192.0,F,20
6110,156885,83,ConW,C,YELLOW,Y,Y,944.0,F,20
6110,156885,84,ConW,C,BLUE,B,B,936.0,F,20
6110,156885,85,ConW,C,YELLOW,Y,Y,896.0,F,20
6110,156885,86,ConW,C,GREEN,G,G,936.0,F,20
6110,156885,87,ConW,C,YELLOW,Y,Y,944.0,F,20
6110,156885,88,ConW,C,RED,R,R,984.0,F,20
6110,156885,89,ConW,C,GREEN,G,G,1096.0,F,20
6110,156885,90,ConW,C,RED,R,R,984.0,F,20
6110,156856,1,ConW,C,GREEN,G,G,1014.0,M,20
6110,156856,2,ConW,C,BLUE,B,B,1716.0,M,20
6110,156856,3,ConW,C,GREEN,G,G,936.0,M,20
6110,156856,4,ConW,C,YELLOW,Y,Y,1108.0,M,20
6110,156856,5,ConW,C,BLUE,B,B,1591.0,M,20
6110,156856,6,ConW,C,YELLOW,Y,Y,858.0,M,20
6110,156856,7,ConW,C,BLUE,B,B,671.0,M,20
6110,156856,8,ConW,C,YELLOW,Y,Y,858.0,M,20
6110,156856,9,ConW,C,BLUE,B,B,671.0,M,20
6110,156856,10,ConW,C,RED,R,R,951.0,M,20
6110,156856,11,ConW,C,BLUE,B,B,1170.0,M,20
6110,156856,12,ConW,C,GREEN,G,G,1233.0,M,20
6110,156856,13,ConW,C,BLUE,B,B,1513.0,M,20
6110,156856,14,ConW,C,RED,R,R,1997.0,M,20
6110,156856,15,ConW,C,GREEN,G,G,1154.0,M,20
6110,156856,16,ConW,C,RED,R,R,1295.0,M,20
6110,156856,17,ConW,C,BLUE,B,B,1154.0,M,20
6110,156856,18,ConW,C,RED,R,R,796.0,M,20
6110,156856,19,ConW,C,YELLOW,Y,Y,764.0,M,20
6110,156856,20,ConW,C,GREEN,G,G,1155.0,M,20
6110,156856,21,ConW,C,RED,R,R,1357.0,M,20
6110,156856,22,ConW,C,GREEN,G,G,1232.0,M,20
6110,156856,23,ConW,C,YELLOW,Y,Y,734.0,M,20
6110,156856,24,ConW,C,RED,R,R,904.0,M,20
6110,156856,25,ConW,C,BLUE,B,B,1030.0,M,20
6110,156856,26,ConW,C,RED,R,R,826.0,M,20
6110,156856,27,ConW,C,GREEN,G,G,1482.0,M,20
6110,156856,28,ConW,C,YELLOW,Y,Y,656.0,M,20
6110,156856,29,ConW,C,GREEN,G,G,998.0,M,20
6110,156856,30,ConW,C,RED,R,R,1154.0,M,20
6110,156856,31,ConW,C,BLUE,B,B,734.0,M,20
6110,156856,32,ConW,C,GREEN,G,G,1279.0,M,20
6110,156856,33,ConW,C,BLUE,B,B,1123.0,M,20
6110,156856,34,ConW,C,YELLOW,Y,Y,562.0,M,20
6110,156856,35,ConW,C,RED,R,R,796.0,M,20
6110,156856,36,ConW,C,GREEN,G,G,702.0,M,20
6110,156856,37,ConW,C,BLUE,B,B,951.0,M,20
6110,156856,38,ConW,C,YELLOW,Y,Y,546.0,M,20
6110,156856,39,ConW,C,RED,R,R,1014.0,M,20
6110,156856,40,ConW,C,BLUE,B,B,1030.0,M,20
6110,156856,41,ConW,C,YELLOW,Y,Y,608.0,M,20
6110,156856,42,ConW,C,BLUE,B,B,905.0,M,20
6110,156856,43,ConW,C,RED,R,R,639.0,M,20
6110,156856,44,ConW,C,GREEN,G,G,671.0,M,20
6110,156856,45,ConW,C,BLUE,B,B,921.0,M,20
6110,156856,46,IncW,C,YELLOW,R,R,1373.0,M,20
6110,156856,47,IncW,C,BLUE,G,G,1373.0,M,20
6110,156856,48,IncW,C,YELLOW,R,R,1263.0,M,20
6110,156856,49,IncW,C,BLUE,Y,Y,983.0,M,20
6110,156856,50,IncW,C,GREEN,R,G,1326.0,M,20
6110,156856,51,IncW,C,BLUE,G,B,936.0,M,20
6110,156856,52,IncW,C,RED,B,B,1513.0,M,20
6110,156856,53,IncW,C,BLUE,R,R,1982.0,M,20
6110,156856,54,IncW,C,RED,Y,Y,780.0,M,20
6110,156856,55,IncW,C,GREEN,B,B,1107.0,M,20
6110,156856,56,IncW,C,RED,G,G,780.0,M,20
6110,156856,57,IncW,C,BLUE,Y,Y,749.0,M,20
6110,156856,58,IncW,C,GREEN,R,R,1248.0,M,20
6110,156856,59,IncW,C,YELLOW,G,G,889.0,M,20
6110,156856,60,IncW,C,RED,Y,Y,905.0,M,20
6110,156856,61,IncW,C,YELLOW,G,G,2355.0,M,20
6110,156856,62,IncW,C,BLUE,Y,Y,827.0,M,20
6110,156856,63,IncW,C,GREEN,B,B,1092.0,M,20
6110,156856,64,IncW,C,YELLOW,R,R,827.0,M,20
6110,156856,65,IncW,C,BLUE,G,G,842.0,M,20
6110,156856,66,IncW,C,RED,Y,Y,780.0,M,20
6110,156856,67,IncW,C,BLUE,R,R,1482.0,M,20
6110,156856,68,IncW,C,RED,Y,Y,765.0,M,20
6110,156856,69,IncW,C,YELLOW,B,B,1341.0,M,20
6110,156856,70,IncW,C,BLUE,R,R,1607.0,M,20
6110,156856,71,IncW,C,RED,G,G,1248.0,M,20
6110,156856,72,IncW,C,GREEN,R,R,998.0,M,20
6110,156856,73,IncW,C,RED,Y,Y,827.0,M,20
6110,156856,74,IncW,C,BLUE,R,R,2199.0,M,20
6110,156856,75,IncW,C,RED,G,G,1529.0,M,20
6110,156856,76,IncW,C,GREEN,R,G,219.0,M,20
6110,156856,77,IncW,C,BLUE,G,G,2028.0,M,20
6110,156856,78,IncW,C,YELLOW,B,B,1217.0,M,20
6110,156856,79,IncW,C,GREEN,R,R,1342.0,M,20
6110,156856,80,IncW,C,YELLOW,B,B,1357.0,M,20
6110,156856,81,IncW,C,BLUE,G,G,905.0,M,20
6110,156856,82,IncW,C,RED,B,B,1076.0,M,20
6110,156856,83,IncW,C,BLUE,Y,Y,952.0,M,20
6110,156856,84,IncW,C,RED,B,B,733.0,M,20
6110,156856,85,IncW,C,YELLOW,G,G,873.0,M,20
6110,156856,86,IncW,C,RED,B,B,1482.0,M,20
6110,156856,87,IncW,C,BLUE,Y,Y,734.0,M,20
6110,156856,88,IncW,C,YELLOW,R,R,858.0,M,20
6110,156856,89,IncW,C,RED,B,B,920.0,M,20
6110,156856,90,IncW,C,YELLOW,R,R,1123.0,M,20
6110,156857,1,IncW,C,GREEN,Y,Y,7373.0,F,21
6110,156857,2,IncW,C,BLUE,G,G,4000.0,F,21
6110,156857,3,IncW,C,RED,Y,Y,2920.0,F,21
6110,156857,4,IncW,C,BLUE,R,R,2184.0,F,21
6110,156857,5,IncW,C,YELLOW,B,B,2152.0,F,21
6110,156857,6,IncW,C,BLUE,G,G,5312.0,F,21
6110,156857,7,IncW,C,YELLOW,R,R,2432.0,F,21
6110,156857,8,IncW,C,GREEN,B,B,3200.0,F,21
6110,156857,9,IncW,C,YELLOW,R,R,5087.0,F,21
6110,156857,10,IncW,C,GREEN,B,B,1937.0,F,21
6110,156857,11,IncW,C,BLUE,R,R,1487.0,F,21
6110,156857,12,IncW,C,YELLOW,B,B,1263.0,F,21
6110,156857,13,IncW,C,RED,G,G,1215.0,F,21
6110,156857,14,IncW,C,YELLOW,B,B,2384.0,F,21
6110,156857,15,IncW,C,RED,Y,B,616.0,F,21
6110,156857,16,IncW,C,GREEN,B,B,1984.0,F,21
6110,156857,17,IncW,C,YELLOW,G,G,1368.0,F,21
6110,156857,18,IncW,C,BLUE,R,R,2768.0,F,21
6110,156857,19,IncW,C,RED,Y,Y,1391.0,F,21
6110,156857,20,IncW,C,YELLOW,B,B,1439.0,F,21
6110,156857,21,IncW,C,RED,G,G,1263.0,F,21
6110,156857,22,IncW,C,BLUE,Y,Y,1799.0,F,21
6110,156857,23,IncW,C,YELLOW,B,B,2880.0,F,21
6110,156857,24,IncW,C,RED,G,G,1681.0,F,21
6110,156857,25,IncW,C,YELLOW,R,R,1664.0,F,21
6110,156857,26,IncW,C,RED,B,G,1527.0,F,21
6110,156857,27,IncW,C,GREEN,R,R,2912.0,F,21
6110,156857,28,IncW,C,BLUE,Y,Y,2032.0,F,21
6110,156857,29,IncW,C,GREEN,R,R,3623.0,F,21
6110,156857,30,IncW,C,BLUE,Y,Y,1207.0,F,21
6110,156857,31,IncW,C,RED,G,G,1920.0,F,21
6110,156857,32,IncW,C,BLUE,R,R,2248.0,F,21
6110,156857,33,IncW,C,RED,G,G,1167.0,F,21
6110,156857,34,IncW,C,BLUE,R,R,1408.0,F,21
6110,156857,35,IncW,C,RED,G,G,1272.0,F,21
6110,156857,36,IncW,C,GREEN,B,B,2824.0,F,21
6110,156857,37,IncW,C,RED,G,G,1696.0,F,21
6110,156857,38,IncW,C,BLUE,R,R,2080.0,F,21
6110,156857,39,IncW,C,GREEN,B,B,1672.0,F,21
6110,156857,40,IncW,C,BLUE,Y,Y,1152.0,F,21
6110,156857,41,IncW,C,GREEN,R,R,1632.0,F,21
6110,156857,42,IncW,C,BLUE,Y,Y,1223.0,F,21
6110,156857,43,IncW,C,YELLOW,B,B,1416.0,F,21
6110,156857,44,IncW,C,GREEN,Y,Y,1104.0,F,21
6110,156857,45,IncW,C,BLUE,R,R,1392.0,F,21
6110,156857,46,ConW,C,RED,R,R,1701.0,F,21
6110,156857,47,ConW,C,YELLOW,Y,Y,880.0,F,21
6110,156857,48,ConW,C,RED,R,R,808.0,F,21
6110,156857,49,ConW,C,BLUE,B,B,1296.0,F,21
6110,156857,50,ConW,C,RED,R,R,840.0,F,21
6110,156857,51,ConW,C,GREEN,G,G,1000.0,F,21
6110,156857,52,ConW,C,RED,R,R,696.0,F,21
6110,156857,53,ConW,C,YELLOW,Y,Y,848.0,F,21
6110,156857,54,ConW,C,RED,R,R,768.0,F,21
6110,156857,55,ConW,C,YELLOW,Y,Y,776.0,F,21
6110,156857,56,ConW,C,RED,R,R,1184.0,F,21
6110,156857,57,ConW,C,BLUE,B,B,1400.0,F,21
6110,156857,58,ConW,C,RED,R,R,800.0,F,21
6110,156857,59,ConW,C,BLUE,B,B,1088.0,F,21
6110,156857,60,ConW,C,RED,R,R,896.0,F,21
6110,156857,61,ConW,C,YELLOW,Y,Y,888.0,F,21
6110,156857,62,ConW,C,BLUE,B,B,1344.0,F,21
6110,156857,63,ConW,C,GREEN,G,G,1200.0,F,21
6110,156857,64,ConW,C,YELLOW,Y,Y,1160.0,F,21
6110,156857,65,ConW,C,GREEN,G,G,1312.0,F,21
6110,156857,66,ConW,C,BLUE,B,B,1264.0,F,21
6110,156857,67,ConW,C,RED,R,R,856.0,F,21
6110,156857,68,ConW,C,BLUE,B,B,1368.0,F,21
6110,156857,69,ConW,C,GREEN,G,G,960.0,F,21
6110,156857,70,ConW,C,YELLOW,Y,Y,832.0,F,21
6110,156857,71,ConW,C,GREEN,G,G,1008.0,F,21
6110,156857,72,ConW,C,BLUE,B,B,1352.0,F,21
6110,156857,73,ConW,C,YELLOW,Y,Y,1032.0,F,21
6110,156857,74,ConW,C,RED,R,R,856.0,F,21
6110,156857,75,ConW,C,GREEN,G,G,968.0,F,21
6110,156857,76,ConW,C,BLUE,B,B,1256.0,F,21
6110,156857,77,ConW,C,RED,R,R,1000.0,F,21
6110,156857,78,ConW,C,GREEN,G,G,1200.0,F,21
6110,156857,79,ConW,C,RED,R,R,776.0,F,21
6110,156857,80,ConW,C,BLUE,B,B,944.0,F,21
6110,156857,81,ConW,C,GREEN,G,G,872.0,F,21
6110,156857,82,ConW,C,BLUE,B,B,936.0,F,21
6110,156857,83,ConW,C,RED,R,R,760.0,F,21
6110,156857,84,ConW,C,GREEN,G,G,904.0,F,21
6110,156857,85,ConW,C,YELLOW,Y,Y,808.0,F,21
6110,156857,86,ConW,C,BLUE,B,B,1400.0,F,21
6110,156857,87,ConW,C,GREEN,G,G,768.0,F,21
6110,156857,88,ConW,C,RED,R,R,584.0,F,21
6110,156857,89,ConW,C,BLUE,B,B,1128.0,F,21
6110,156857,90,ConW,C,GREEN,G,G,984.0,F,21
6110,156858,1,IncW,C,GREEN,Y,Y,7373.0,F,21
6110,156858,2,IncW,C,BLUE,G,G,4000.0,F,21
6110,156858,3,IncW,C,RED,Y,Y,2920.0,F,21
6110,156858,4,IncW,C,BLUE,R,R,2184.0,F,21
6110,156858,5,IncW,C,YELLOW,B,B,2152.0,F,21
6110,156858,6,IncW,C,BLUE,G,G,5312.0,F,21
6110,156858,7,IncW,C,YELLOW,R,R,2432.0,F,21
6110,156858,8,IncW,C,GREEN,B,B,3200.0,F,21
6110,156858,9,IncW,C,YELLOW,R,R,5087.0,F,21
6110,156858,10,IncW,C,GREEN,B,B,1937.0,F,21
6110,156858,11,IncW,C,BLUE,R,R,1487.0,F,21
6110,156858,12,IncW,C,YELLOW,B,B,1263.0,F,21
6110,156858,13,IncW,C,RED,G,G,1215.0,F,21
6110,156858,14,IncW,C,YELLOW,B,B,2384.0,F,21
6110,156858,15,IncW,C,RED,Y,B,616.0,F,21
6110,156858,16,IncW,C,GREEN,B,B,1984.0,F,21
